CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
1104074,"WYNSTON HILL CAPITAL, LLC",852299,324 S SPLITROCK BLVD,UNIT 2,BRANDON,SD,57005
1104128,"NORFOLK MARKETS, LLC",852306,1140 6TH AVE,FL 9,NEW YORK,NY,10036
1104979,"QUASAR DISTRIBUTORS, LLC",852323,111 E KILBOURN AVE STE 2200,,MILWAUKEE,WI,53202
1105608,USA FINANCIAL SECURITIES CORPORATION,852342,6020 FULTON ST E,,ADA,MI,49301
1105968,CREDIT SUISSE CAPITAL LLC,852352,1 MADISON AVE FL 9,,NEW YORK,NY,10010
1106728,"FARMERS FINANCIAL SOLUTIONS, LLC",852361,31051 AGOURA RD,,WESTLAKE VLG,CA,91361
1106763,"MCMG CAPITAL ADVISORS, INC.",852364,800 E CANAL ST,STE 850,RICHMOND,VA,23219
1108288,"WATKINS FINANCIAL SERVICES, INC.",852394,722 SHEPARD LN STE 103,,FARMINGTON,UT,84025
1108328,"STERLING CAPITAL DISTRIBUTORS, LLC",852396,899 CASSATT RD,STE 110,BERWYN,PA,19312
1109155,"STARLIGHT FUNDING INVESTMENTS, LLC",852424,1307 BONITA AVE,STE 400,BERKELEY,CA,94709
1109557,PROSPERO CAPITAL LLC,852440,103 N PARK AVE,STE 300,EASTON,CT,6612
1109810,"LIATI CAPITAL, LLC",852447,14 WALL ST FL 20,,NEW YORK,NY,10005
1110657,KPMG CORPORATE FINANCE LLC,852462,200 E RANDOLPH ST,STE 5500,CHICAGO,IL,60601
1111120,"CALLAWAY FINANCIAL SERVICES, INC.",852474,2245 TEXAS DR,STE 300,SUGAR LAND,TX,77479
1111585,"BROAD STREET CAPITAL MARKETS, LLC",852487,494 BROAD ST,RM 206,NEWARK,NJ,7102
1111735,"BULLTICK, LLC",852493,333 SE 2ND AVE,STE 3950,MIAMI,FL,33131
1112068,DASH FINANCIAL TECHNOLOGIES LLC,852503,200 S WACKER DR,STE 2450,CHICAGO,IL,60606
1112446,"MTS SECURITIES, LLC",852515,623 5TH AVE,FL 14,NEW YORK,NY,10022
1113151,NEWOAK CAPITAL MARKETS LLC,852532,3 COLUMBUS CIR FL 15,,NEW YORK,NY,10019
1113241,NEWBRIDGE SECURITIES CORPORATION,852538,1200 N FEDERAL HWY,STE 400,BOCA RATON,FL,33432
1113951,M. S. HOWELLS & CO.,852558,23350 N PIMA RD,STE 100,SCOTTSDALE,AZ,85255
1114364,"MCLEAN SECURITIES, LLC",852565,1660 INTERNATIONAL DR,STE 810,MCLEAN,VA,22102
1114626,"WHITE MOUNTAIN CAPITAL, LLC",852572,150 PROSPECT ST,APT 23,GREENWICH,CT,6830
1114839,ANDERSON LENEAVE & CO.,852584,6805 CARNEGIE BLVD STE 210,,CHARLOTTE,NC,28211
1115193,"IMC-CHICAGO, LLC",852600,233 S WACKER DR,STE 4300,CHICAGO,IL,60606
1115693,SPEEDROUTE LLC,852608,1 WORLD TRADE CTR,FL 58,NEW YORK,NY,10007
1115893,FIS BROKERAGE & SECURITIES SERVICES LLC,852614,2100 ENTERPRISE AVE,,GENEVA,IL,60134
1115900,"KOREA INVESTMENT & SECURITIES AMERICA, INC.",852615,1350 AVENUE OF THE AMERICAS,STE 1602,NEW YORK,NY,10019
1115903,"KALORAMA CAPITAL, LLC",852617,1718 22ND ST NW,# 5,WASHINGTON,DC,20008
1115904,"SUPERIOR FINANCIAL SERVICES, INC.",852618,PO BOX 139,,JACKSON,WI,53037
1116014,"HALEY SECURITIES, INC.",852622,10703 J ST STE 102,,OMAHA,NE,68127
1116109,"MILLER BUCKFIRE & CO., LLC",852631,787 7TH AVE,FL 5,NEW YORK,NY,10019
1116136,"ULTIMUS FUND DISTRIBUTORS, LLC",852643,225 PICTORIA DR,STE 450,CINCINNATI,OH,45246
1116570,"IVP CAPITAL, LLC",852663,337 NOYAC PATH,,WATER MILL,NY,11976
1116769,"JACQUES FINANCIAL, LLC",852675,1700 E GUDE DR,,ROCKVILLE,MD,20850
1117022,"MIDTOWN PARTNERS & CO., LLC",852685,20711 STERLINGTON DR,STE 3000,LAND O LAKES,FL,34638
1117233,SIGNATURE SECURITIES GROUP CORPORATION,852697,1177 AVENUE OF THE AMERICAS FL 11,,NEW YORK,NY,10036
1117248,"JPMORGAN DISTRIBUTION SERVICES, INC.",852700,1111 POLARIS PKWY,MAIL CODE: OH1 0004,COLUMBUS,OH,43240
1119175,"CF GLOBAL TRADING, LLC",852725,60 E 42ND ST,STE 1455,NEW YORK,NY,10165
1120007,ICICI SECURITIES INC.,852746,1120 AVENUE OF THE AMERICAS,FL 4,NEW YORK,NY,10036
1121597,"TRINITY WEALTH SECURITIES, L.L.C.",852801,401 S 12TH ST,UNIT 2,TAMPA,FL,33602
1121643,"BRADESCO SECURITIES, INC.",852806,450 PARK AVE,FL 32,NEW YORK,NY,10022
1121825,"ALMAX FINANCIAL SOLUTIONS, LLC",852813,12 VAN SYCKELS RD,2004 HIGHWAY 31 NORTH,CLINTON,NJ,8809
1121826,"THE VERTICAL TRADING GROUP, LLC",852814,417 5TH AVE,FL 5,NEW YORK,NY,10016
1121881,COLORADO FINANCIAL SERVICE CORPORATION,852817,188 INVERNESS DR W,STE 100,CENTENNIAL,CO,80112
1121904,SONENSHINE & COMPANY LLC,852819,250 E HARTSDALE AVE,STE 24,HARTSDALE,NY,10530
1122461,"SAGE PARTNERS SECURITIES, LLC",852836,11111 SANTA MONICA BLVD,STE 2200,LOS ANGELES,CA,90025
1122462,CAROLINAS INVESTMENT CONSULTING LLC,852837,5605 CARNEGIE BLVD STE 400,,CHARLOTTE,NC,28209
1122463,"SCOTT JAMES GROUP, INC.",852838,6700 ARLINGTON BLVD,,FALLS CHURCH,VA,22042
1122636,LIGHTSPEED FINANCIAL SERVICES GROUP LLC,852843,20 HEADQUARTERS PLZ,"NORTH TOWER, 7TH FLOOR",MORRISTOWN,NJ,7960
1122744,"ALLIANT EQUITY INVESMTENTS, LLC",852849,26050 MUREAU RD STE 110,,CALABASAS,CA,91302
1123004,"FENIMORE SECURITIES, INC.",852854,384 N GRAND ST # 399,,COBLESKILL,NY,12043
1123374,"FORTRESS GROUP, INC.",852864,3379 PEACHTREE RD NE STE 272,,ATLANTA,GA,30326
1123540,"HALES SECURITIES, LLC",852876,1270 AVENUE OF THE AMERICAS,STE 930,NEW YORK,NY,10020
1123571,"WILLIAM J. MAYER SECURITIES, LLC",852878,2 GREENWICH OFFICE PARK,STE 160,GREENWICH,CT,6831
1125059,"SANDERLIN SECURITIES, LLC",852906,5050 POPLAR AVE STE 618,,MEMPHIS,TN,38157
1125063,DONNELLY PENMAN & PARTNERS INC.,852909,20902 MACK AVE,STE 200,GROSSE PT WDS,MI,48236
1125553,"CCM SECURITIES, LLC",852911,440 S LA SALLE ST,STE 900,CHICAGO,IL,60605
1126269,"SANFORD C. BERNSTEIN & CO., LLC",852942,1345 AVENUE OF THE AMERICAS,FL 33,NEW YORK,NY,10105
1126620,STATETRUST INVESTMENTS INC.,852954,1750 CLINT MOORE RD,,BOCA RATON,FL,33487
1126667,KCOE CAPITAL LLC,852955,2725 NW 24TH AVE,STE 150,CAMAS,WA,98607
1127272,"TRADIER BROKERAGE, INC.",852972,11016 RUSHMORE DR,STE 350,CHARLOTTE,NC,28277
1127577,"ALLEGIANCE CAPITAL, L.L.C.",852978,50 DONALD B DEAN DR,STE 1,S PORTLAND,ME,4106
1127630,"MONERE INVESTMENTS, INC.",852982,20 N MARTINGALE RD,STE 450,SCHAUMBURG,IL,60173
1127860,REVA CAPITAL MARKETS LLC,852985,3 COLUMBUS CIR,FL 16,NEW YORK,NY,10019
1127998,"JUMP TRADING, LLC",852989,600 W CHICAGO AVE STE 600,,CHICAGO,IL,60654
1128916,"COLLINS/BAY ISLAND SECURITIES, LLC",853021,611 FAIR ST,,FRANKLIN,TN,37064
1129526,"MUNICIPAL CAPITAL MARKETS GROUP, INC.",853038,5220 SPRING VALLEY RD STE 522,,DALLAS,TX,75254
1129721,"JAVELIN SECURITIES, LLC",853043,608 5TH AVE,STE 602,NEW YORK,NY,10020
1129893,HBK SORCE BROKERAGE LLC,853051,6603 SUMMIT DR,# 202,CANFIELD,OH,44406
1130212,"WILLOW COVE INVESTMENT GROUP, INC.",853062,5887 T BAR LN,STE 378,WINNECONNE,WI,54986
1130412,METLIFE INVESTORS DISTRIBUTION COMPANY,853064,200 PARK AVE FL 4,,NEW YORK,NY,10166
1132561,"MALLORY CAPITAL GROUP, LLC",853084,62 DEEPWOOD RD STE 204,,DARIEN,CT,6820
1132576,BERCHWOOD PARTNERS LLC,853091,424 MADISON AVE FL 3,,NEW YORK,NY,10017
1132837,M3 CAPITAL PARTNERS LLC,853097,150 S WACKER DR,STE 3100,CHICAGO,IL,60606
1132898,"MADEIRA CAPITAL, LLC",853101,315 MANITOBA AVE,STE 100,WAYZATA,MN,55391
1133087,COVA CAPITAL PARTNERS LLC,853105,6851 JERICHO TPKE,STE 205,SYOSSET,NY,11791
1133841,UNION CAPITAL COMPANY,853127,6407 E GRANT RD,,TUCSON,AZ,85715
1134892,"SENTINEL SECURITIES, INC.",853142,100 QUANNAPOWITT PKWY,STE 300,WAKEFIELD,MA,1880
1135057,"GOLD COAST SECURITIES, INC.",853148,275 E HILLCREST DR STE 225,,THOUSAND OAKS,CA,91360
1135105,"CAPITAL MANAGEMENT OF THE CAROLINAS, LLC",853149,1520 SOUTH BLVD STE 230,,CHARLOTTE,NC,28203
1135450,"RETIREMENT PLAN ADVISORS, INC.",853159,3121 EMERALD LN,STE 500,JEFFERSON CTY,MO,65109
1135564,"MAIA SECURITIES, INC.",853161,4284 GENOA WAY,,YORBA LINDA,CA,92886
1136305,"G1 EXECUTION SERVICES, LLC",853174,175 W JACKSON BLVD,STE 1700,CHICAGO,IL,60604
1137018,"AMERICAN FINANCIAL SECURITIES, INC.",853205,6003 UNIVERSITY AVE STE C,,CEDAR FALLS,IA,50613
1137161,"CORONADO INVESTMENTS, LLC",853215,PO BOX 5005 PMB 147,SUITE 140,RCHO SANTA FE,CA,92067
1137247,"IMA WEALTH, INC.",853221,430 E DOUGLAS AVE,STE 400,WICHITA,KS,67202
1137878,"EIDE BAILLY SECURITIES, LLC",853238,PO BOX 2545,SUITE 720,FARGO,ND,58108
1137879,"ASHTON STEWART & CO., INC.",853239,1395 BRICKELL AVE,STE 800,MIAMI,FL,33131
1139077,MWA FINANCIAL SERVICES INC.,853255,1701 1ST AVE,,ROCK ISLAND,IL,61201
1139140,KATALYST SECURITIES LLC,853260,655 3RD AVE,FL 18,NEW YORK,NY,10017
1140892,FLEXTRADE LLC,853309,111 GREAT NECK RD,STE 314,GREAT NECK,NY,11021
1142173,"HARBOR FUNDS DISTRIBUTORS, INC.",853339,111 S WACKER DR,FL 34,CHICAGO,IL,60606
1142175,DANSKE MARKETS INC.,853341,575 5TH AVE,FL 33,NEW YORK,NY,10017
1143277,"SKA SECURITIES, INC.",853366,22725 FAIRVIEW CENTER DR,STE 100,FAIRVIEW PARK,OH,44126
1143598,"H & L EQUITIES, LLC",853371,1175 PEACHTREE ST NE,STE 2200,ATLANTA,GA,30361
1144126,HARRIS WILLIAMS LLC,853380,1001 HAXALL POINT,FL 9,RICHMOND,VA,23219
1144208,"BLUEFIN CAPITAL MANAGEMENT, LLC",853382,41 MADISON AVE,FL 36,NEW YORK,NY,10010
1144249,"FELDSTEIN FINANCIAL GROUP, LLC",853388,1 SHADOWBROOK LN,,BASKING RIDGE,NJ,7920
1144259,"BURNHAM & FLOWER FINANCIAL, INC.",853389,315 S KALAMAZOO MALL,,KALAMAZOO,MI,49007
1144525,GREAT POINT CAPITAL LLC,853402,200 W JACKSON BLVD,STE 1000,CHICAGO,IL,60606
1144526,"ANKURA CAPITAL ADVISORS, LLC",853403,485 LEXINGTON AVE,FL 10,NEW YORK,NY,10017
1144631,CAPFI PARTNERS LLC,853406,230 E 50TH ST,APT 8D,NEW YORK,NY,10022
1144633,JAG TRADING L.L.C.,853408,7125 ORCHARD LAKE RD,STE 300,W BLOOMFIELD,MI,48322
1144869,"BROADRIDGE BUSINESS PROCESS OUTSOURCING, LLC",853412,300 EXECUTIVE DR,STE 1,EDGEWOOD,NY,11717
1145068,"RCX CAPITAL GROUP, LLC",853416,2002 TIMBERLOCH PL,STE 200,THE WOODLANDS,TX,77380
1145266,TIME EQUITIES SECURITIES LLC,853420,55 5TH AVE,FL 15,NEW YORK,NY,10003
1145476,BROADSPAN SECURITIES LLC,853423,1441 BRICKELL AVE,STE 1550,MIAMI,FL,33131
1145487,"VENECREDIT SECURITIES, INC.",853425,1111 BRICKELL AVE,STE 1575,MIAMI,FL,33131
1145885,"SELALU PARTNERS, LLC",853434,5403 CAFREY PL,,APOLLO BEACH,FL,33572
1145897,MKM PARTNERS LLC,853436,677 WASHINGTON BLVD,STE 510,STAMFORD,CT,6901
1146038,"AQUILO PARTNERS, L.P.",853441,601 CALIFORNIA ST STE 500,,SAN FRANCISCO,CA,94108
1146050,"THE COURTNEY GROUP, LLC",853453,610 NEWPORT CENTER DR STE 330,,NEWPORT BEACH,CA,92660
1146055,"CRESCENT SECURITIES GROUP, INC.",853457,4975 PRESTON PARK BLVD STE 820,,PLANO,TX,75093
1146056,"WESTERN GROWERS FINANCIAL SERVICES, INC.",853458,15525 SAND CANYON AVE,,IRVINE,CA,92618
1146069,"CHERRY TREE & ASSOCIATES, LLC",853469,301 CARLSON PKWY,STE 103,MINNETONKA,MN,55305
1146080,"BAKER TILLY CAPITAL, LLC",853480,PO BOX 7398,,MADISON,WI,53707
1146082,"PARKLAND SECURITIES, LLC",853482,300 PARKLAND PLZ,,ANN ARBOR,MI,48103
1146089,"BFT FINANCIAL GROUP, LLC",853487,860 AIRPORT FWY STE 402,,HURST,TX,76054
1146092,"SAXONY SECURITIES, INC.",853490,11152 S TOWNE SQ,STE 86,SAINT LOUIS,MO,63123
1146096,CATAPULT ADVISORS LLC,853494,33 NEW MONTGOMERY ST,STE 800,SAN FRANCISCO,CA,94105
1146098,SILVERWOOD PARTNERS LLC,853495,32 PLEASANT ST,SILVERWOOD FARM PLACE,SHERBORN,MA,1770
1146110,LAFISE SECURITIES CORPORATION,853506,2340 S DIXIE HWY,STE 908,MIAMI,FL,33133
1146117,"PROBITAS FUNDS GROUP, LLC",853512,425 CALIFORNIA ST,STE 2300,SAN FRANCISCO,CA,94104
1146119,"FIRST NATIONAL CAPITAL MARKETS, INC.",853514,1620 DODGE ST,STOP 1070,OMAHA,NE,68197
1146137,DENNING & COMPANY LLC,853532,150 CALIFORNIA ST,STE 650,SAN FRANCISCO,CA,94111
1146152,"PERRYMAN SECURITIES, INC.",853546,12221 MERIT DR STE 1660,,DALLAS,TX,75251
1146166,"TRADEBOT SYSTEMS, INC.",853557,1251 NW BRIARCLIFF PKWY,STE 700,KANSAS CITY,MO,64116
1146169,"HIGHTOWER SECURITIES, LLC",853560,200 W MADISON ST,STE 2500,CHICAGO,IL,60606
1146172,"WILLIS SECURITIES, INC.",853563,250 PARK AVE,FL 5,NEW YORK,NY,10177
1146179,"EUREKA CAPITAL MARKETS, LLC",853569,52 VANDERBILT AVE,RM 902,NEW YORK,NY,10017
1146190,LEVELX CAPITAL LLC,853580,85 BROAD ST,FL 18,NEW YORK,NY,10004
1146196,SAINTS ADVISORS LLC,853586,1624 MARKET ST,STE 226,DENVER,CO,80202
1146201,"PASSCO CAPITAL, INC.",853591,2050 MAIN ST,STE 650,IRVINE,CA,92614
1146203,MORNINGSTAR INVESTMENT SERVICES LLC,853593,22 W WASHINGTON ST,FL 13,CHICAGO,IL,60602
1146205,AXOS CLEARING LLC,853595,15950 W DODGE RD,STE 300,OMAHA,NE,68118
1146214,"INTEGRITY BROKERAGE, LLC",853604,309 HILLIARD AVE,,MONTEREY PARK,CA,91754
1146218,"UHY ADVISORS CORPORATE FINANCE, LLC",853608,27725 STANSBURY BLVD,STE 385,FARMINGTN HLS,MI,48334
1146222,"AMERANT INVESTMENTS, INC.",853612,220 ALHAMBRA CIR,FL 2,CORAL GABLES,FL,33134
1146248,"THE SECURITIES GROUP, LLC",853635,6465 N QUAIL HOLLOW RD,STE 400,MEMPHIS,TN,38120
1146254,AXIO FINANCIAL LLC,853640,60 E 42ND ST,FL 26,NEW YORK,NY,10165
1146266,"CINCAP INVESTMENT GROUP, INC",853652,455 DELTA AVE,STE 207,CINCINNATI,OH,45226
1146297,BRENTWOOD CAPITAL ADVISORS LLC,853681,5000 MERIDIAN BLVD,STE 350,FRANKLIN,TN,37067
1146299,"XT CAPITAL PARTNERS, LLC",853683,PO BOX 551,,WESTPORT,CT,6881
1146300,"WESTERN STRATEGIC ADVISORS, L.L.C.",853684,3100 W 7TH ST STE 300,,FORT WORTH,TX,76107
1146301,SCOTTSDALE CAPITAL ADVISORS CORP,853685,7170 E MCDONALD DR STE 6,,SCOTTSDALE,AZ,85253
1146315,"CHICAGO ANALYTIC TRADING COMPANY, LLC",853698,216 CAHABA OAKS TRL,STE 237,INDIAN SPGS,AL,35124
1146316,"STONEHAVEN, LLC",853699,275 MADISON AVE,STE 2002,NEW YORK,NY,10016
1146321,"ITAU BBA USA SECURITIES, INC.",853702,540 MADISON AVE,FL 24,NEW YORK,NY,10022
1146330,"GRIFFIN FINANCIAL GROUP, LLC",853711,607 WASHINGTON ST,,READING,PA,19601
1146341,EA MARKETS SECURITIES LLC,853722,PO BOX 125,24TH FLOOR,BRIDGEWATER,CT,6752
1146350,LAIDLAW & COMPANY (UK) LTD.,853731,521 5TH AVE,FL 12,NEW YORK,NY,10175
1146358,EQUILEND LLC,853738,225 LIBERTY ST,FL 10,NEW YORK,NY,10281
1166315,"SFG SECURITIES, INC.",865163,200 WANAQUE AVE STE 300,,POMPTON LAKES,NJ,7442
1166316,PRIMUNI LLC,865164,807 MELLON ST,,PITTSBURGH,PA,15206
1166317,"AMERICAN CAPITAL PARTNERS, LLC",865165,205 OSER AVE,,HAUPPAUGE,NY,11788
1166366,"THE SILVERFERN GROUP, INC.",865167,2 GREENWICH OFFICE PARK,STE 300,GREENWICH,CT,6831
1166453,FDX CAPITAL LLC,865170,515 MADISON AVE,FL 24,NEW YORK,NY,10022
1166547,"PROFESSIONAL TRADING SERVICES BROKERAGE, LLC",865173,125 GAITHER DR,STE C,MOUNT LAUREL,NJ,8054
1167227,"MHT SECURITIES, LP",865183,2021 MCKINNEY AVE,STE 1950,DALLAS,TX,75201
1167938,"BLUEFIN RESEARCH PARTNERS, INC.",865196,133 FEDERAL ST,STE 301,BOSTON,MA,2110
1169342,OBEX SECURITIES LLC,865242,290 OVERLOOK RD,,NEW ROCHELLE,NY,10804
1169789,"PINNACLE EQUITY MANAGEMENT, LLC",865263,7401 WATSON RD,STE 90,SAINT LOUIS,MO,63119
1170325,"LIGHT HORSE MARKET SOLUTIONS, INC,",865270,330 7TH AVE,STE 902,NEW YORK,NY,10001
1170632,BOOMERANG CAPITAL LLC,865273,PO BOX 47,,DARIEN,CT,6820
1170704,"TEXAS SECURITIES, INC.",865276,4024 NAZARENE DR,STE B,CARROLLTON,TX,75010
1170705,CHARDAN CAPITAL MARKETS LLC,865277,17 STATE ST STE 2130,,NEW YORK,NY,10004
1170734,"NORTHWEST INVESTMENT ADVISORS, INC.",865282,9 S WASHINGTON ST STE 210,,SPOKANE,WA,99201
1170804,INTEGRAL FINANCIAL LLC,865284,1072 S DE ANZA BLVD STE A205,,SAN JOSE,CA,95129
1170989,"JOSEPH CAPITAL, LLC",865293,500 CITY PARK AVE,STE D,COLUMBUS,OH,43215
1171134,"MID-CONTINENT SECURITIES, LTD.",865298,1218 WEBSTER ST,,HOUSTON,TX,77002
1172099,"ARDOUR CAPITAL INVESTMENTS, LLC",865317,26 BROADWAY,STE 1107,NEW YORK,NY,10004
1172317,"US TIGER SECURITIES, INC.",865324,437 MADISON AVE,FL 27,NEW YORK,NY,10022
1172571,"RIVINGTON SECURITIES, LLC",865329,609 MAIN ST,STE 3900,HOUSTON,TX,77002
1172613,"WOLVERINE EXECUTION SERVICES, LLC",865336,175 W JACKSON BLVD STE 200,,CHICAGO,IL,60604
1172614,MAXIM GROUP LLC,865337,300 PARK AVE,FL 16,NEW YORK,NY,10022
1172682,"JONES LANG LASALLE SECURITIES, LLC",865341,200 E RANDOLPH ST,FL 48,CHICAGO,IL,60601
1172683,"BROWN ADVISORY SECURITIES, LLC",865342,901 S BOND ST STE 400,,BALTIMORE,MD,21231
1173387,"CIM SECURITIES, LLC",865351,6898 S UNIVERSITY BLVD,STE 270,CENTENNIAL,CO,80122
1173520,"GENEOS WEALTH MANAGEMENT, INC.",865357,9055 E MINERAL CIR,STE 200,CENTENNIAL,CO,80112
1174316,ERG SECURITIES (US) LLC,865376,50 WASHINGTON ST,STE 921,NORWALK,CT,6854
1174751,HEDGEBAY SECURITIES LLC,865385,62 POST RD W,,WESTPORT,CT,6880
1174765,"MIT ASSOCIATES, LLC",865386,30212 TOMAS,STE 365,RCHO STA MARG,CA,92688
1174837,MCNALLY FINANCIAL SERVICES CORPORATION,865388,PO BOX 701928,,SAN ANTONIO,TX,78270
1174839,"ARQUE CAPITAL, LTD.",865390,5665 N SCOTTSDALE RD,STE 130,SCOTTSDALE,AZ,85250
1174840,GROWTH ENERGY CAPITAL ADVISORS LLC,865391,2651 N HARWOOD ST STE 410,,DALLAS,TX,75201
1175148,"COBURN GROUP, LLC",865402,1826 W NEWPORT AVE,,CHICAGO,IL,60657
1175408,CRAIG-HALLUM CAPITAL GROUP LLC,865407,222 S 9TH ST STE 350,,MINNEAPOLIS,MN,55402
1175643,"SMITH CAPITAL MARKETS, LLC.",865408,2100 ROSS AVE,STE 3350,DALLAS,TX,75201
1175989,"AMD CAPITAL, LLC",865422,100 TRISTATE INTERNATIONAL STE 138,,LINCOLNSHIRE,IL,60069
1175990,"SOJOURNER SECURITIES, LLC",865423,223 EAST BLVD,STE 300,CHARLOTTE,NC,28203
1176977,"BG WORLDWIDE SECURITIES, INC.",865440,21860 BURBANK BLVD,STE 150,WOODLAND HLS,CA,91367
1178721,BROCK SECURITIES LLC,865467,505 PARK AVE,FL 16,NEW YORK,NY,10022
1178937,"BTIG, LLC",865473,600 MONTGOMERY ST,FL 6,SAN FRANCISCO,CA,94111
1180051,"ETICO PARTNERS, LLC",865500,1795 ROUTE 9,# 32,HALFMOON,NY,12065
1180488,ATM EXECUTION LLC,865509,599 LEXINGTON AVE,FL 21,NEW YORK,NY,10022
1182014,"RABO SECURITIES USA, INC.",865525,245 PARK AVE FL 33,,NEW YORK,NY,10167
1182719,"IMPACTU.INVESTMENTS, LLC",865527,125 FROEHLICH FARM BLVD,,WOODBURY,NY,11797
1188533,"LIBUCKI & CO., LLC",865563,1101 HADDON AVE,STE 627A,COLLINGSWOOD,NJ,8108
1189091,NICOL INVESTORS CORPORATION,865566,1 EXECUTIVE PARK,P O BOX 907,GRANITE CITY,IL,62040
1190694,PERIGEE SECURITIES LP,865574,1990 MAIN ST,PH 11,SARASOTA,FL,34236
1192912,"ACHELOUS PARTNERS, LLC",865582,800 3RD AVE,FL 21,NEW YORK,NY,10022
1193821,"TZERO ATS, LLC",865585,1 WORLD TRADE CTR,FL 58,NEW YORK,NY,10007
1194643,"FTI CAPITAL ADVISORS, LLC",865587,555 12TH ST NW,STE 7,WASHINGTON,DC,20004
1196077,EMPIRICAL RESEARCH PARTNERS LLC,865590,565 5TH AVE,FL 25,NEW YORK,NY,10017
1196889,SUN'S BROTHERS SECURITIES INC.,865595,6770 HAWAII KAI DR APT 209,,HONOLULU,HI,96825
1198401,ICE BONDS SECURITIES CORPORATION,865601,55 E 52ND ST,FL 40,NEW YORK,NY,10055
1198404,"GLENDALE SECURITIES, INC.",865604,15233 VENTURA BLVD STE 712,,SHERMAN OAKS,CA,91403
1199896,"CUSHMAN & WAKEFIELD SECURITIES, INC.",865606,1290 AVENUE OF THE AMERICAS,FL 7,NEW YORK,NY,10104
1204130,Berkshire Global Advisors LP,865641,527 MADISON AVE,FL 3,NEW YORK,NY,10022
1205582,FUSION ANALYTICS SECURITIES LLC,865649,7301 WILES RD,STE 102,CORAL SPRINGS,FL,33067
1206258,"T.S. PHILLIPS INVESTMENTS, INC.",865661,3401 NW 63RD ST STE 500,,OKLAHOMA CITY,OK,73116
1207245,THE SPARTAN GROUP,865674,16 N MARENGO AVE STE 307,,PASADENA,CA,91101
1207515,BGSA LLC,865677,525 S FLAGLER DR,STE 200,WEST PALM BCH,FL,33401
1208120,"CW SECURITIES, LLC",865683,8870 CEDAR SPRINGS LN,STE 208,KNOXVILLE,TN,37923
1209212,"J.W. COLE FINANCIAL, INC.",865698,4301 ANCHOR PLAZA PKWY,STE 450,TAMPA,FL,33634
1209910,"SKYWAY CAPITAL MARKETS, LLC",865702,100 N TAMPA ST,STE 3550,TAMPA,FL,33602
1210138,"GROWTH CAPITAL SERVICES, INC.",865705,PO BOX 2169,SUITE 300,POST FALLS,ID,83877
1210625,STANWICH ADVISORS LLC,865708,596 S HOLLOW RD,# 4,STOWE,VT,5672
1211015,"OLD GREENWICH PARTNERS, LLC",865717,PO BOX 350046,,JACKSONVILLE,FL,32235
1213981,OAKLINS DP LLC,865749,90 PARK AVE,FL 24,NEW YORK,NY,10016
1215680,SOUTH STREET SECURITIES LLC,865770,1155 6TH AVE,FL 14,NEW YORK,NY,10036
1215682,"DRAGONFLY CAPITAL PARTNERS, LLC",865772,345 SHARON TOWNSHIP LN APT 202,,CHARLOTTE,NC,28211
1215939,FG CAPITAL LC,865777,7701 FORSYTH BLVD,STE 750,SAINT LOUIS,MO,63105
1215940,"SHAREHOLDERS SERVICE GROUP, INC.",865778,9845 ERMA RD STE 312,,SAN DIEGO,CA,92131
1217257,"CASTLEOAK SECURITIES, LP",865786,200 VESEY ST,FL 4,NEW YORK,NY,10281
1217637,"FIRST BALLANTYNE, LLC",865792,13950 BALLANTYNE CORPORATE PL,STE 185,CHARLOTTE,NC,28277
1218185,"HALL & ROMKEMA FINANCIAL SERVICES, LLC",865800,3495 COOLIDGE RD,,EAST LANSING,MI,48823
1218188,"BILLOW BUTLER & COMPANY, L.L.C.",865803,225 W WACKER DR,STE 1575,CHICAGO,IL,60606
1218189,"COMPAK SECURITIES, INC.",865804,1801 DOVE ST,,NEWPORT BEACH,CA,92660
1221240,GLOBAL OAK CAPITAL MARKETS LLC,865829,25 1/2 LEGARE ST,STE 104,CHARLESTON,SC,29401
1221962,"AVISEN SECURITIES, INC.",865833,3620 AMERICAN RIVER DR,STE 145,SACRAMENTO,CA,95864
1221966,"DEVENIR, LLC",865837,8500 NORMANDALE LAKE BLVD,STE 2160,MINNEAPOLIS,MN,55437
1222416,"CANDLEWOOD SECURITIES, LLC",865845,600 SUPERIOR AVE E,STE 1800,CLEVELAND,OH,44114
1222417,"NEAR EARTH, LLC",865846,945 WEST RD,,NEW CANAAN,CT,6840
1223022,"STANLEY LAMAN GROUP SECURITIES, LLC",865856,1235 WESTLAKES DR STE 295,,BERWYN,PA,19312
1223023,"NORTHERN LIGHTS DISTRIBUTORS, LLC",865857,4221 N 203RD ST STE 100,,ELKHORN,NE,68022
1223025,"TITLEIST ASSET MANAGEMENT, LTD.",865859,777 E SONTERRA BLVD STE 330,,SAN ANTONIO,TX,78258
1223205,"X-CHANGE FINANCIAL ACCESS, LLC",865860,222 W ADAMS ST STE 450,,CHICAGO,IL,60606
1223208,WAVEEDGE PARTNERS LLC,865863,5 RANCH RD,STE 200,WOODSIDE,CA,94062
1223585,"COMPASS POINT RESEARCH & TRADING, LLC",865866,1055 THOMAS JEFFERSON ST NW,STE 303,WASHINGTON,DC,20007
